--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,Scoring,,,Scoring,,Goals,,,,Assists,,,,,Ice Time,,-additional
Rk,Player,From,To,Yrs,GP▼,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
124,Travis Boyd,2022,2023,2,156,32,37,69,-42,60,28,4,0,5,27,10,0,182,17.6,2577,16:31,boydtr01
125,Paul Fenton,1989,1991,3,156,50,31,81,-17,91,43,6,1,2,27,4,0,289,17.3,,,fentopa01
126,Cliff Ronning,1997,1999,3,156,32,81,113,-1,64,19,13,0,3,46,35,0,386,8.3,108,15:22,ronnicl01
127,Brad May,2001,2003,3,154,24,30,54,24,234,23,1,0,3,29,1,0,212,11.3,1761,11:26,maybr01
128,Brendan Perlini,2017,2019,3,153,33,24,57,-11,56,23,10,0,3,14,10,0,261,12.6,2221,14:31,perlibr01
129,Mika Alatalo,2000,2001,2,152,17,29,46,-2,58,16,1,0,2,28,1,0,171,9.9,1803,11:52,alatami01
130,Nick Cousins,2018,2019,2,152,19,27,46,-15,66,17,2,0,3,25,2,0,263,7.2,2010,13:14,cousini01
131,Branko Radivojevič,2002,2004,3,150,25,31,56,-6,103,21,3,1,6,28,3,0,211,11.8,2092,13:57,radivbr01
132,Vernon Fiddler,2010,2011,2,147,14,38,52,16,92,10,0,4,3,36,1,1,216,6.5,2194,14:55,fiddlve01
133,Travis Green,2000,2001,2,147,38,36,74,-15,108,29,9,0,2,29,7,0,270,14.1,2404,16:21,greentr01
134,Todd Simpson,2001,2003,3,146,4,21,25,23,299,4,0,0,0,21,0,0,127,3.1,2463,16:52,simpsto01
135,Greg Adams,1999,2000,2,144,38,51,89,-2,40,28,10,0,3,37,13,1,305,12.5,2473,17:10,adamsgr02
136,Rostislav Klesla,2011,2014,4,144,7,19,26,4,112,7,0,0,0,19,0,0,175,4.0,2610,18:08,kleslro01
137,Gilles Hamel,1987,1989,3,143,35,32,67,-12,59,32,2,1,4,30,1,1,281,12.5,,,hamelgi01
138,Dave McLlwain,1990,1992,3,143,40,38,78,-13,108,28,3,9,4,32,5,1,287,13.9,,,mcllwda01
139,Mike Gartner*,1997,1998,2,142,44,46,90,-15,62,26,17,1,9,31,15,0,416,10.6,,,gartnmi01
140,Luke Schenn,2017,2018,2,142,2,13,15,-21,120,2,0,0,1,13,0,0,153,1.3,2456,17:18,schenlu01
141,Mark Kumpel,1988,1991,3,141,19,16,35,-11,50,18,0,1,1,16,0,0,175,10.9,,,kumpema01
142,Jim Nill,1985,1988,4,141,17,21,38,-9,209,15,2,0,4,18,0,3,82,20.7,,,nillji01
143,Vinnie Hinostroza,2019,2020,2,140,21,40,61,-3,28,18,3,0,3,36,3,1,284,7.4,1991,14:13,hinosvi01
144,Tim Trimper,1981,1984,4,140,23,22,45,-39,128,21,1,1,1,21,0,1,166,13.9,,,trimpti01
145,Nick Boynton,2007,2008,2,138,5,18,23,-22,263,3,1,1,0,18,0,0,147,3.4,2335,16:55,boyntni01
146,Kyle Turris,2008,2012,4,137,19,27,46,-22,43,16,3,0,4,17,10,0,227,8.4,1683,12:17,turriky01
147,Danny Markov,2002,2003,2,136,10,46,56,-5,103,4,6,0,1,26,19,1,208,4.8,3139,23:05,markoda01
148,Shayne Gostisbehere,2022,2023,2,134,24,58,82,-29,54,17,5,2,3,34,24,0,266,9.0,2990,22:19,gostish01
149,Brian Savage,2002,2004,3,134,24,29,53,-8,66,18,6,0,4,25,4,0,216,11.1,1899,14:10,savagbr01
150,Gerald Diduck,1997,1999,3,133,9,14,23,25,213,7,2,0,4,13,0,1,164,5.5,815,18:32,diducge01
151,Mike Comrie,2004,2007,3,132,45,50,95,-5,91,29,15,1,6,26,23,1,293,15.4,2179,16:30,comrimi01
152,Alex Galchenyuk,2019,2022,2,132,25,37,62,-30,66,16,9,0,4,24,13,0,248,10.1,1922,14:34,galchal01
153,Nelson Emerson,1994,1995,2,131,47,64,111,-50,106,33,8,6,7,26,35,3,404,11.6,,,emersne01
154,Sergei Bautin,1993,1994,2,130,5,25,30,-15,174,5,0,0,0,22,3,0,121,4.1,,,bautise01
155,Jeff Finley,1996,1997,2,130,4,12,16,-10,121,3,1,0,1,11,0,1,65,6.2,,,finleje01
156,Stan Neckář,1999,2001,3,130,4,11,15,2,109,4,0,0,1,11,0,0,56,7.1,1938,14:54,neckast01
